localized_mode	z_center	x_center	y_center	rms_x	rms_y	rms_z	owner1_fraction	owner2_fraction	dominant_owner	dominant_label	dominant_label_group	dominant_channel	width	midpoint_tail	other_center_tail	fake_rdm_weight	representability	strict_keep	relaxed_atom_local_keep	shape	rule_bucket	compact_fraction	near_fraction	s_fraction	px_fraction	py_fraction	pz_fraction	d_fraction	top_labels
1	-9.185825405088574	-7.820660258409001e-13	3.4814665343106457e-13	4.810825175971289	4.810825175970929	3.9156481398193104	0.46192389081426155	0.5380761091857384	2	b_s4	b_s	s	2.934695390622365	0.4932373233530662	0.27288848350640255	0.3216648212427162	0.9992060402559793	true	false	bond_axis_midbond	strict_fake_ge_1e_m3_repr_ge_0p99	0.12769842156470387	0.8723015784352962	0.7031103528660622	7.492699710546767e-24	5.332386661767147e-25	0.0887557934182684	0.20813385371566945	b_s4:2.297550846154e-01,a_s5:1.462069234480e-01,b_s6:1.292317485672e-01,b_s3:5.411243790852e-02,a_s4:4.989720279542e-02,a_pz8:4.209446179224e-02,a_dxx2:3.210372778690e-02,a_dyy2:3.210372778690e-02
2	-8.031097796366906	9.251251359275144e-13	-2.8334983893763997e-12	3.0194495404522717	3.0194495404522534	2.3133198615474013	0.5642222001335169	0.43577779986648313	1	a_pz7	a_pz	pz	2.876294997088702	0.5297914315945745	0.28164900010487326	0.793546999588143	0.9992566328313184	true	false	bond_axis_midbond	strict_fake_ge_1e_m3_repr_ge_0p99	0.05051737453476425	0.9494826254652358	0.45565375218030013	5.420506662872024e-25	4.836118530757245e-24	0.4776823530504555	0.06666389476924439	a_pz7:2.598663436251e-01,a_pz3:1.687715586226e-01,b_s4:1.607970700013e-01,b_s6:9.347717157802e-02,a_s5:5.226721483400e-02,b_s5:3.938371815213e-02,b_s3:3.585718267230e-02,b_pz7:3.429611167727e-02
3	-6.247944814710751	7.853552442398276e-12	-8.660330969492008e-13	5.130901499001444	2.9923275597011516	2.1886975184424737	0.4483895241404069	0.5516104758595932	2	b_px7	b_px	px	2.8334136219569506	0.5690915612078807	0.2923478595926773	0.8794468685966472	0.9990891582826242	true	false	transverse_bond	strict_fake_ge_1e_m3_repr_ge_0p99	6.144555123235634e-5	0.9999385544487674	1.092765868233198e-20	0.9854108016987451	0.007541708363002197	2.2324118148140926e-22	0.007047489938252848	b_px7:3.010209774072e-01,a_px7:2.434612003679e-01,b_px3:2.305996084666e-01,a_px3:1.798597404790e-01,a_px8:1.397681189412e-02,b_px8:1.277829847880e-02,a_dxz6:6.024462313770e-03,b_py7:2.303823358547e-03
4	-6.2479448147072505	4.447156440565298e-13	7.377154437410421e-12	2.992327559701467	5.130901499002366	2.188697518441143	0.4483895241491029	0.551610475850897	2	b_py7	b_py	py	2.8334136219589054	0.5690915612081219	0.29234785959294923	0.8794468685983227	0.9990891582823821	true	false	transverse_bond	strict_fake_ge_1e_m3_repr_ge_0p99	6.144555123558926e-5	0.9999385544487642	1.3111978522944894e-21	0.007541708362881459	0.985410801698614	2.880610081605732e-22	0.007047489938504601	b_py7:3.010209774034e-01,a_py7:2.434612003729e-01,b_py3:2.305996084623e-01,a_py3:1.798597404822e-01,a_py8:1.397681189449e-02,b_py8:1.277829847855e-02,a_dyz6:6.024462313983e-03,b_px7:2.303823358527e-03
5	-5.798131209215233	1.9413385145952087e-12	2.68952242017246e-14	3.9800324938521334	3.9800324938555653	2.751695819504158	0.939740147742216	0.06025985225778417	1	a_s4	a_s	s	2.4715091424403757	0.4192359404247991	0.21925560824697163	1.1971546692379704	0.9972080712272371	true	false	outer_tail	strict_fake_ge_1e_m3_repr_ge_0p99	0.22800164470694853	0.7719983552930507	0.8411576616269166	1.967860690753792e-24	9.280675001136826e-25	0.0272855641421422	0.13155677423094037	a_s4:4.659330898063e-01,a_s3:1.532907934488e-01,a_s6:1.057391665300e-01,a_s5:3.764920457721e-02,a_dxx2:2.179539024782e-02,a_dyy2:2.179539024782e-02,a_dxx1:2.155909227353e-02,a_dyy1:2.155909227353e-02
6	-5.1315223087622375	-6.717176750285901e-12	-1.9087434495138773e-12	5.758735341275805	5.758735341269891	3.7981790864938807	0.9010139029957165	0.09898609700428371	1	a_s4	a_s	s	2.3878615420011866	0.4189445150833456	0.21440300513173063	0.5507093691841991	0.987164896403024	false	false	outer_tail	fake_high_ambiguous_or_poor	0.2183904878535168	0.7816095121464834	0.8195205705887678	3.7775702389692565e-24	1.5088075168304605e-24	0.05521765880365378	0.12526177060757834	a_s4:4.443217315082e-01,a_s3:1.501903140347e-01,a_s6:9.758968632855e-02,a_s5:3.986591575245e-02,b_s6:2.765377105946e-02,a_dzz1:2.104844474391e-02,b_s4:2.097460243338e-02,a_dzz2:2.083276857843e-02
7	-4.537604058370171	-5.575411478734268e-12	-6.993123801341314e-12	2.9578142308238906	2.9578142308225073	1.8379805255088932	0.7305441053974451	0.2694558946025554	1	a_s4	a_s	s	2.580957515679507	0.4712494527416879	0.2492988239840451	0.9132771575018849	0.9929741215334273	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.14300897739235044	0.8569910226076497	0.6572059974451415	1.9621657025001338e-24	4.126958953727066e-24	0.30290463830826403	0.039889364246594554	a_s4:3.245836849945e-01,a_pz7:1.736475944103e-01,b_s4:1.063055108067e-01,a_pz3:9.277236102807e-02,a_s3:7.818483658935e-02,b_s6:6.481124635806e-02,b_s3:4.627072393561e-02,b_pz7:2.665063945074e-02
8	-4.349555556767115	3.233506541389995e-12	-4.044247471523755e-13	3.7180182706873155	2.178917895794856	1.7695984442937978	0.5884019668216511	0.41159803317834903	1	a_px3	a_px	px	3.073996307969518	0.5739383800682331	0.3056065001599977	0.9968595222249634	0.999441135801792	true	false	transverse_bond	strict_fake_ge_1e_m3_repr_ge_0p99	0.0012285497936154802	0.9987714502063845	3.84559448233677e-21	0.940197363682562	0.010737301824420783	3.5528018463660833e-22	0.04906533449301733	a_px3:2.519835402225e-01,b_px3:2.173682136654e-01,a_px7:2.120269818825e-01,b_px7:1.339580786138e-01,a_px8:6.876263835049e-02,b_px8:3.309550296976e-02,a_dxz4:1.366363990478e-02,a_dxz3:1.234214586053e-02
9	-4.349555556766769	2.5537672953204336e-13	2.6887353684396058e-12	2.1789178957961504	3.7180182706896105	1.7695984442948267	0.5884019668301652	0.41159803316983484	1	a_py3	a_py	py	3.07399630797747	0.5739383800686373	0.3056065001606733	0.996859522223719	0.9994411358017578	true	false	transverse_bond	strict_fake_ge_1e_m3_repr_ge_0p99	0.0012285497936555324	0.9987714502063443	5.971166130363528e-22	0.010737301824153448	0.9401973636811305	1.5340516914219396e-22	0.04906533449471592	a_py3:2.519835402257e-01,b_py3:2.173682136615e-01,a_py7:2.120269818845e-01,b_py7:1.339580786092e-01,a_py8:6.876263835238e-02,b_py8:3.309550296988e-02,a_dyz4:1.366363990526e-02,a_dyz3:1.234214586096e-02
10	-3.553218486256725	1.5991907836992806e-12	2.811952077415531e-13	2.63210541665237	2.63210541665148	1.8297810663854526	0.8809571408061201	0.11904285919388032	1	a_s5	a_s	s	2.2866124748817267	0.3898378536876606	0.18466613947529487	2.0483570557926436	0.9968687445276295	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.2784028896707308	0.7215971103292697	0.7212926850721616	7.495586104392669e-24	2.0092613812801253e-24	0.06256802895679613	0.21613928597104237	a_s5:1.989229104945e-01,a_s4:1.831758711398e-01,a_s3:1.535748913872e-01,a_s6:1.034398378949e-01,a_dzz1:4.046611060167e-02,a_dxx1:3.759868055525e-02,a_dyy1:3.759868055525e-02,b_pz3:3.478163859124e-02
11	-3.343824877389425	-1.456865070070686e-12	-1.7034285024461793e-12	2.0656532621026877	2.0656532621030546	1.4509426018432283	0.9642683393749348	0.03573166062506512	1	a_pz7	a_pz	pz	2.775419236753733	0.5254732833568558	0.26920995956453386	0.6347811550171301	0.9907521844038557	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.024999155076486236	0.9750008449235139	0.3061912735913303	6.2810429980400716e-24	7.276574140800859e-24	0.5980342199434268	0.09577450646524308	a_pz7:2.750426806324e-01,a_pz3:2.722998356496e-01,a_s4:1.183929137031e-01,a_s6:6.657001794120e-02,a_s5:4.095792548275e-02,a_s7:3.631779621489e-02,a_dzz2:2.565085211061e-02,a_pz8:2.411906312647e-02
12	-3.123547521284527	-1.54460693610402e-12	1.368682630958163e-12	2.9266408983396723	2.2962513188016858	1.8226478191968243	0.8152767813821694	0.18472321861783061	1	a_px7	a_px	px	3.0882893233730493	0.5858620336005371	0.314745096750857	1.0085276809892962	0.9987411070681929	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.00013403476286895962	0.9998659652371309	3.6543394981655415e-21	0.7307731271713488	0.2595300207942506	2.768895440315843e-23	0.009696852034400448	a_px7:2.724124079799e-01,a_px3:2.519581435207e-01,a_py7:9.674575498206e-02,a_py3:8.948153646729e-02,b_px7:6.683372308014e-02,b_px3:6.616938404374e-02,a_px8:6.555243459247e-02,b_py7:2.373562586631e-02
13	-3.123547521284371	1.5261610178422965e-12	2.099345635033671e-12	2.296251318799658	2.9266408983373924	1.8226478191947524	0.8152767813836849	0.18472321861631527	1	a_py7	a_py	py	3.088289323373981	0.5858620336006125	0.3147450967509536	1.0085276809895556	0.9987411070681762	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.00013403476286945958	0.9998659652371308	3.25474259152515e-21	0.2595300207852476	0.7307731271803138	1.2919579256227544e-23	0.009696852034438519	a_py7:2.724124079850e-01,a_py3:2.519581435254e-01,a_px7:9.674575497764e-02,a_px3:8.948153646316e-02,b_py7:6.683372307927e-02,b_py3:6.616938404293e-02,a_py8:6.555243459315e-02,b_px7:2.373562586641e-02
14	-3.098168761562502	-1.425414580010168e-14	-3.751608093631423e-13	4.9992730860547585	4.999273086055319	2.7488898799836017	0.9009443034136744	0.09905569658632579	1	a_dyy6	a_dyy	dyy	4.288590552401775	0.7497541269467896	0.5118039295244494	0.7114260638912	0.9993279140621204	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.003650188768515443	0.9963498112314848	9.790320614778618e-22	9.674980481477303e-24	2.3651161635709235e-23	1.402208097763769e-23	1.0000000000000004	a_dyy6:2.509582848360e-01,a_dxx6:2.509582848348e-01,a_dxy6:1.317394242414e-01,b_dyy6:3.770845850485e-02,b_dxx6:3.770845850415e-02,a_dxx4:3.177973372938e-02,a_dyy4:3.177973372937e-02,a_dyy5:2.941806155732e-02
15	-3.098168761562481	4.389509728313203e-13	5.143811125757065e-13	4.999273086055061	4.999273086055002	2.748889879983599	0.9009443034136744	0.0990556965863255	1	a_dxy6	a_dxy	dxy	4.288590552401778	0.7497541269467903	0.51180392952445	0.8470167125765853	0.9994771355530675	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.0036501887685154435	0.9963498112314846	1.6969169788488238e-21	8.470896047625195e-24	5.889429808020612e-23	8.873043596588782e-24	1.0	a_dxy6:3.983845447035e-01,a_dyy6:1.176357246044e-01,a_dxx6:1.176357246042e-01,b_dxy6:5.986041497949e-02,a_dxy4:5.044884157095e-02,a_dxy5:4.669979740746e-02,a_dxy3:4.546635052436e-02,a_dxy2:2.325176543694e-02
16	-2.901311031344079	-6.9792106983552205e-12	7.188587111262259e-13	5.957240247332773	5.957240247330098	4.128156515390959	0.8985624695878591	0.1014375304121408	1	a_s4	a_s	s	2.8704541718317333	0.4838530114216661	0.26097729175592455	0.23807404745101562	0.9726362523780069	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	0.10052555029797998	0.8994744497020201	0.6964352362382924	5.772420732740545e-24	9.064373382056345e-25	0.04301616690542535	0.26054859685628207	a_s4:3.270528027291e-01,a_s5:1.356620356699e-01,a_s6:1.065779916509e-01,a_dxx2:5.647282037271e-02,a_dyy2:5.647282037271e-02,a_dzz2:5.064741308721e-02,b_s5:3.400059876338e-02,a_s3:3.160407446940e-02
17	-2.7470919911732548	1.4379276170416207e-11	3.4925897217868965e-12	5.129602391409981	5.129602391415976	3.4342190901417524	0.6642786612545163	0.33572133874548393	1	a_s4	a_s	s	2.7197797620216067	0.4731757821982204	0.25842181796325514	0.7726594682302254	0.975897114314934	false	false	bond_axis_midbond	fake_high_bond_spanning	0.12025085584252931	0.8797491441574705	0.8285258050679931	3.0472589943532256e-24	8.454302623446866e-24	0.07351703095690622	0.09795716397510086	a_s4:4.004114153188e-01,b_s4:1.471374044792e-01,b_s6:8.009355923255e-02,b_s3:5.957309427197e-02,a_s6:4.342727940835e-02,a_s3:3.715505706830e-02,a_pz7:3.096238534858e-02,a_s9:2.874140703367e-02
18	-2.4933207306847436	-3.610299457728975e-14	2.3653059763542755e-12	1.5104243829772535	1.5104243829767154	1.179019293224775	0.9179141667919031	0.0820858332080968	1	a_s4	a_s	s	2.753282201421317	0.5084833726688208	0.26690325423721284	0.5137722320888207	0.9845656895835185	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	0.04189882887185063	0.9581011711281494	0.5510767842037508	2.1000939796622315e-25	8.342636646732007e-24	0.3685673679570777	0.08035584783917128	a_s4:3.038603416430e-01,a_pz3:1.809370695123e-01,a_pz7:1.556435369716e-01,a_s8:4.959767413952e-02,a_s7:4.348517512212e-02,a_s6:4.344992116291e-02,a_s9:2.572825941530e-02,b_s4:2.189320064957e-02
19	-2.4442774653246495	6.743865747352324e-13	-1.5112775955757524e-12	1.9750334911169058	2.8348847745402406	1.886659238730047	0.8861565255706008	0.11384347442939967	1	a_py7	a_py	py	2.8993883622663286	0.5690272002526259	0.29470283696574906	0.8867232534020774	0.9966005345472851	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	8.881310250793516e-6	0.9999911186897492	5.8082811134667e-21	0.15318373005333305	0.8444999241433552	4.4451677527820605e-23	0.0023163458033119717	a_py7:3.561563219139e-01,a_py3:3.280579945329e-01,a_px7:6.460314833983e-02,a_px3:5.950639643566e-02,b_py7:4.764890950879e-02,b_py3:4.565907560591e-02,a_py8:4.358613743065e-02,a_py6:1.129331111490e-02
20	-2.444277465323636	-8.460969869753292e-13	-3.574340585884297e-13	2.8348847745306296	1.9750334911084397	1.8866592387230154	0.8861565255661799	0.11384347443382019	1	a_px7	a_px	px	2.899388362268488	0.5690272002528144	0.2947028369659785	0.8867232534053615	0.9966005345472145	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	8.881310250898521e-6	0.9999911186897492	2.236725661692608e-21	0.8444999241391693	0.1531837300574275	1.574399188670892e-23	0.0023163458034032624	a_px7:3.561563219098e-01,a_px3:3.280579945290e-01,a_py7:6.460314834160e-02,a_py3:5.950639643728e-02,b_px7:4.764890951081e-02,b_px3:4.565907560779e-02,a_px8:4.358613743082e-02,a_px6:1.129331111475e-02
21	-2.254632497493267	2.627689584548752e-13	6.159054653594717e-13	1.8380430170454838	1.8380430170463715	1.5154414985584608	0.9892090371655422	0.010790962834458245	1	a_s6	a_s	s	2.3033349578981595	0.4062022823992758	0.18053670846257094	0.9709620833286473	0.9760263060222234	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	0.1302267188762058	0.8697732811237946	0.8989176267599404	6.312321360712421e-25	2.1174748428039373e-24	0.018812760843146585	0.08226961239691329	a_s6:6.054768421139e-01,a_s3:1.119515815447e-01,a_s7:5.971890419653e-02,a_s8:5.531136533434e-02,a_s5:2.989766920055e-02,a_s9:2.020954737783e-02,a_dyy3:1.001607512978e-02,a_dxx3:1.001607512977e-02
22	-2.0760624387512734	-9.453222305568028e-13	2.290384738093043e-12	2.9863522778805915	4.247102003543906	2.8518262988520053	0.8211678654156952	0.1788321345843049	1	a_py7	a_py	py	2.87292520015969	0.5654430065525179	0.2910177019461092	0.6117837297907264	0.9917494179946599	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	1.527800345504486e-5	0.9999847219965451	1.3174962953128382e-20	0.161272540799558	0.836152890987511	1.902045923619442e-23	0.0025745682129311768	a_py7:3.122822240674e-01,a_py3:3.061601756832e-01,b_py7:7.816099750396e-02,b_py3:6.867223139369e-02,a_px7:6.023126662996e-02,a_px3:5.905047982856e-02,a_py8:3.965607649561e-02,a_py6:1.562713800593e-02
23	-2.076062438748657	-2.016845128017676e-12	-9.762215702333537e-13	4.247102003614239	2.986352277912026	2.8518262988888763	0.8211678653990199	0.17883213460098005	1	a_px7	a_px	px	2.8729252001624244	0.5654430065527536	0.29101770194639837	0.6117837298028321	0.9917494179945595	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	1.5278003455635902e-5	0.9999847219965449	4.841131125475513e-21	0.836152890978345	0.16127254080853112	1.0097606176724491e-22	0.0025745682131240117	a_px7:3.122822240547e-01,a_px3:3.061601756718e-01,b_px7:7.816099751219e-02,b_px3:6.867223140067e-02,a_py7:6.023126663352e-02,a_py3:5.905047983203e-02,a_px8:3.965607649555e-02,a_px6:1.562713800570e-02
24	-2.048452110144173	-2.910294185423045e-13	-9.660093847743618e-13	3.1164401160580533	3.116440116058025	1.7876802371345277	0.9339805522507626	0.06601944774923732	1	a_dxy5	a_dxy	dxy	2.752694846117883	0.4655689116032983	0.23454332987397217	1.1033719129242179	0.9991430590906162	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.0039047370756075763	0.9960952629243924	6.447768558813654e-21	1.0385568086830375e-21	1.514697938092539e-22	6.170635725357742e-22	0.9999999999999999	a_dxy5:2.513565563573e-01,a_dxy4:2.369713779253e-01,a_dxy6:1.943232474965e-01,a_dxy3:1.754390876182e-01,a_dxy2:7.151322827431e-02,b_dxy6:2.399124340028e-02,b_dxy3:1.551994016238e-02,b_dxy2:1.060070096786e-02
25	-2.048452110144171	3.7813685689509566e-13	-3.191836978245537e-13	3.1164401160575594	3.1164401160585165	1.7876802371345293	0.9339805522507632	0.06601944774923686	1	a_dyy5	a_dyy	dyy	2.752694846117882	0.46556891160329816	0.23454332987397195	0.7363525927470134	0.9983201499730034	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.0039047370756075555	0.9960952629243925	3.331905864019543e-20	9.426311639312378e-22	1.2553006651444693e-22	1.0717608642909326e-21	1.0	a_dyy5:1.258100621937e-01,a_dxx5:1.258100621855e-01,a_dyy4:1.186099309601e-01,a_dxx4:1.186099309444e-01,a_dyy6:9.726350570262e-02,a_dxx6:9.726350570074e-02,a_dyy3:8.781152496624e-02,a_dxx3:8.781152496416e-02
26	-2.024948190889363	-2.4864504941070114e-13	1.0303036966503167e-13	1.8311561311548838	1.8311561311533933	1.5113314337500365	0.982360549082596	0.017639450917404265	1	a_s4	a_s	s	2.539745334332317	0.4842767411715109	0.23827270037148018	0.7486306558473401	0.9646336659116139	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	0.009552122974039049	0.9904478770259609	0.7637121756059494	5.228516939893121e-23	1.0595866731393403e-24	0.08415786576227756	0.15212995863177328	a_s4:3.238265201132e-01,a_s6:2.177144407431e-01,a_s8:1.846253087905e-01,a_dzz2:3.582735155991e-02,a_dyy2:3.546412863448e-02,a_dxx2:3.546412863448e-02,a_pz7:3.292838048884e-02,a_pz3:3.115288500123e-02
27	-1.9181897353839918	-9.620914765698648e-12	1.97561798793584e-12	4.709112707592394	2.785506410416796	2.196887651245427	0.7780214943313919	0.22197850566860822	1	a_px7	a_px	px	2.738079578164781	0.5599991598389537	0.28176719953826024	1.2629530908203628	0.9965047846240089	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	3.669591071269583e-5	0.9999633040892874	1.0019305589467246e-20	0.9794290079377967	0.018355827437131926	8.925913451921994e-24	0.0022151646250711727	a_px7:4.038241141724e-01,a_px3:3.368839859371e-01,b_px7:1.254037184061e-01,b_px3:8.940349919038e-02,a_px8:1.110510412204e-02,a_py7:7.568211370795e-03,a_px6:7.299855438106e-03,a_py3:6.313662615808e-03
28	-1.9181897353819723	-2.752144737351334e-13	-2.187018412327795e-12	2.785506410426249	4.709112707622096	2.1968876512657123	0.7780214943247779	0.22197850567522218	1	a_py7	a_py	py	2.7380795781630294	0.5599991598389508	0.281767199538203	1.2629530908266808	0.9965047846239414	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	3.669591071558678e-5	0.9999633040892842	2.6247980188912846e-21	0.01835582743483095	0.9794290079399379	1.2248223140649587e-24	0.0022151646252310834	a_py7:4.038241141712e-01,a_py3:3.368839859346e-01,b_py7:1.254037184104e-01,b_py3:8.940349919303e-02,a_py8:1.110510412148e-02,a_px7:7.568211369775e-03,a_py6:7.299855437866e-03,a_px3:6.313662614913e-03
29	-1.8307429289555799	-4.278283387410375e-13	-2.96817292230149e-12	2.4175670213596243	2.4175670213598077	1.5998590269147752	0.9519304240823435	0.04806957591765657	1	a_s6	a_s	s	2.42332045855043	0.4197880340633188	0.19257826255079827	0.7226722993337442	0.9856517752514131	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	0.11820339808228314	0.881796601917717	0.9116632652062857	2.410088055446821e-25	8.180436064738341e-23	0.007808960868904458	0.0805277739248099	a_s6:5.835685000848e-01,a_s3:9.024323358793e-02,a_s8:8.776592439823e-02,a_s7:5.008123075012e-02,a_s9:3.129284374004e-02,a_s4:2.043685153471e-02,b_s4:2.043255321676e-02,b_s3:9.726654980994e-03
30	-1.8133236567111517	-1.0421719181381118e-12	2.3749631263456354e-12	1.4810970829586354	2.0930546706742805	1.0043104799882372	0.9995768015499921	0.0004231984500077195	1	a_py7	a_py	py	2.7939202566448587	0.5602105775398125	0.2838990999048702	0.7809162970671167	0.9895987140450503	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	7.639725399908762e-6	0.9999923602746001	1.593490526656318e-20	0.1672537447761617	0.8323646651421417	4.1740168499416624e-24	0.00038159008169654234	a_py7:4.062609193285e-01,a_py3:3.736984217183e-01,a_px7:8.163328281394e-02,a_px3:7.509023756870e-02,a_py8:2.614326982937e-02,a_py6:1.123470810795e-02,a_py4:7.827309154216e-03,a_py5:6.919638769644e-03
31	-1.8133236567074882	-1.5485006984268948e-12	-3.2664591859430546e-13	2.0930546706835282	1.4810970829894452	1.0043104800305285	0.9995768015500073	0.0004231984499923696	1	a_px7	a_px	px	2.793920256646087	0.5602105775399091	0.28389909990499124	0.7809162970578185	0.9895987140436989	false	true	atom_local	relaxed_atom_local_fake_ge_1e_m3_repr_ge_0p95	7.639725400012992e-6	0.9999923602745998	1.787570011238395e-21	0.8323646651412876	0.16725374477700544	3.011613907697286e-24	0.0003815900817066056	a_px7:4.062609193279e-01,a_px3:3.736984217178e-01,a_py7:8.163328281444e-02,a_py3:7.509023756906e-02,a_px8:2.614326982959e-02,a_px6:1.123470810800e-02,a_px4:7.827309154209e-03,a_px5:6.919638769600e-03
32	-1.6902185584962943	4.699461605411316e-12	5.8283293315361325e-12	2.093223249872591	2.0932232498702756	1.976006539074011	0.9986246189775082	0.00137538102249158	1	a_s5	a_s	s	2.407296986323423	0.43335420035290456	0.21446253740127674	0.05093478027647342	0.8612732131837884	false	false	atom_local	fake_high_ambiguous_or_poor	0.17596007756509724	0.8240399224349031	0.8276943827896642	3.576989159568932e-24	6.1992394578747116e-24	0.0008758871157815845	0.17142973009455403	a_s5:3.710524027206e-01,a_s4:2.612777926547e-01,a_s3:1.046075038950e-01,a_s8:6.992970413692e-02,a_dzz2:2.671707874289e-02,a_dyy2:2.642964796843e-02,a_dxx2:2.642964796843e-02,a_dzz1:2.366145481903e-02
33	-1.6338218222636345	4.906150998087729e-14	2.7213393918300345e-14	1.9294069500867623	1.9294069500867546	1.1370409087297735	0.9823953992829889	0.01760460071701105	1	a_dxy5	a_dxy	dxy	2.1737943400249673	0.3846055067112019	0.1502931318921653	0.7636623139360108	0.9981726431241222	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.0007319950126535475	0.9992680049873465	8.88844475366499e-19	2.005844112164672e-23	2.4186155527093576e-24	2.7118518167621327e-24	1.0000000000000002	a_dxy5:2.767081524340e-01,a_dyy5:2.036855420829e-01,a_dxx5:2.036855420209e-01,a_dxy4:7.968227688448e-02,a_dxx4:5.865431727043e-02,a_dyy4:5.865431723403e-02,a_dxy6:3.521708777030e-02,a_dyy6:2.592338371464e-02
34	-1.6338218222636236	-6.08498132549567e-14	6.410524601420826e-14	1.9294069500867586	1.9294069500867532	1.1370409087297735	0.9823953992829892	0.017604600717010605	1	a_dxy5	a_dxy	dxy	2.1737943400249646	0.3846055067112018	0.15029313189216498	0.7608110323347672	0.9981629988568227	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.00073199501265355	0.9992680049873462	6.052266753431542e-19	1.0156094638971645e-22	1.3242758372102548e-23	1.8717126189112634e-23	0.9999999999999997	a_dxy5:2.705667233491e-01,a_dyy5:2.067562566211e-01,a_dxx5:2.067562565676e-01,a_dxy4:7.791375995246e-02,a_dxx4:5.953857573645e-02,a_dyy4:5.953857570002e-02,a_dxy6:3.443545829819e-02,a_dyy6:2.631419845029e-02
35	-1.600937599909333	-2.622244107333263e-13	1.8779935120882264e-14	0.7596852642972051	0.7596852642977315	0.5486581689430514	0.9960943323942085	0.0039056676057917282	1	a_s5	a_s	s	2.7279047420137674	0.4801570582447483	0.2464430525600702	0.8233614763600651	0.9920505340562757	true	true	atom_local	strict_fake_ge_1e_m3_repr_ge_0p99	0.03414464119089264	0.9658553588091074	0.8802344582554771	2.6749463363906742e-24	4.403571856809653e-25	0.0017020259647838748	0.11806351577973902	a_s5:3.644769875112e-01,a_s7:1.891271444994e-01,a_s8:1.083224931487e-01,a_s4:8.107049521086e-02,a_s6:7.991253544503e-02,a_s9:4.404516551078e-02,a_dzz2:2.007978388739e-02,a_dyy2:1.963362978648e-02
